0.524938	10.5249
0.525188	10.4252
0.525444	10.3254
0.525705	10.2257
0.525971	10.126
0.526243	10.0262
0.526521	9.92652
0.526804	9.8268
0.527094	9.72709
0.527390	9.62739
0.527693	9.52769
0.528002	9.428
0.528318	9.32832
0.528641	9.22864
0.528972	9.12897
0.529311	9.02931
0.529657	8.92966
0.530012	8.83001
0.530375	8.73038
0.530747	8.63075
0.531129	8.53113
0.531520	8.43152
0.531921	8.33192
0.532332	8.23233
0.532754	8.13275
0.533186	8.03319
0.533631	7.93363
0.534087	7.83409
0.534556	7.73456
0.535038	7.63504
0.535534	7.53553
0.536044	7.43604
0.536568	7.33657
0.537108	7.23711
0.537664	7.13766
0.538237	7.03824
0.538827	6.93883
0.539436	6.83944
0.540064	6.74006
0.540712	6.64071
0.541381	6.54138
0.542073	6.44207
0.542788	6.34279
0.543527	6.24353
0.544293	6.14429
0.545085	6.04508
0.545906	5.94591
0.546757	5.84676
0.547640	5.74764
0.548557	5.64856
0.549510	5.54951
0.550500	5.4505
0.551530	5.35153
0.552603	5.2526
0.553720	5.15372
0.554886	5.05489
0.556103	4.9561
0.557374	4.85737
0.557356	4.90736
0.558703	4.7587
0.558656	4.80866
0.560095	4.66009
0.560016	4.71002
0.561553	4.56155
0.561440	4.61144
0.563082	4.46308
0.562933	4.51293
0.564689	4.36469
0.564500	4.4145
0.566378	4.26638
0.566147	4.31615
0.568156	4.16816
0.567880	4.21788
0.570032	4.07003
0.569706	4.11971
0.572013	3.97201
0.571633	4.02163
0.574110	3.87411
0.573671	3.92367
0.576336	3.77634
0.575830	3.82583
0.578707	3.67871
0.578127	3.72813
0.581244	3.58124
0.580578	3.63058
0.583975	3.48398
0.583208	3.53321
0.586941	3.38694
0.586051	3.43605
0.590198	3.2902
0.589154	3.33915
0.593824	3.19382
0.592583	3.24258
0.597932	3.09793
0.596434	3.14643
0.602678	3.00268
0.600838	3.05084
0.608279	2.90828
0.605980	2.95598
0.615026	2.81503
0.612112	2.86211
0.623302	2.7233
0.619569	2.76957
0.633602	2.6336
0.628788	2.67879
0.646540	2.54654
0.640323	2.59032
0.662852	2.46285
0.654848	2.50485
0.683394	2.38339
0.673162	2.42316
0.709107	2.30911
0.696167	2.34617
0.740977	2.24098
0.724836	2.27484
0.779962	2.17996
0.760148	2.21015
0.826903	2.1269
0.803018	2.15302
0.882414	2.08241
0.854185	2.10418
0.946771	2.04677
0.914110	2.06411
1.019800	2.0198
0.982859	2.03286
1.10081	2.00081
1.06000	2.01
1.18851	1.98851
1.14455	1.99455
1.28106	1.98106
1.23494	1.98494
1.37612	1.97612
1.32906	1.97906
1.471	1.971
1.42438	1.97438
1.56284	1.96284
1.5181	1.9681
1.64886	1.94886
1.60737	1.95737
1.72657	1.92657
1.68951	1.93951
1.79404	1.89404
1.76231	1.91231
1.85	1.85
1.82413	1.87413
1.89404	1.79404
1.87413	1.82413
1.92657	1.72657
1.91231	1.76231
1.94886	1.64886
1.93951	1.68951
1.96284	1.56284
1.95737	1.60737
1.971	1.471
1.9681	1.5181
1.97612	1.37612
1.97438	1.42438
1.98106	1.28106
1.97906	1.32906
1.98851	1.18851
1.98494	1.23494
2.00081	1.10081
1.99455	1.14455
2.0198	1.0198
2.01	1.06
2.04677	0.946771
