14.9434	0.0201192
14.7134	0.0234599
14.4486	0.0318006
14.1501	0.0451414
13.8192	0.0634821
13.4577	0.0868228
13.0673	0.115164
12.6504	0.148504
12.2092	0.186845
11.7463	0.230186
11.2646	0.278527
10.7671	0.331867
10.2568	0.390208
9.73698	0.453549
9.21094	0.521889
8.68207	0.59523
8.15377	0.673571
7.62947	0.756912
7.11253	0.845252
6.60631	0.938593
6.11403	1.03693
5.63883	1.14027
5.18371	1.24862
4.7515	1.36196
4.34482	1.4803
3.96613	1.60364
3.6176	1.73198
3.30118	1.86532
3.01857	2.00366
2.77117	2.147
2.56008	2.29534
2.38614	2.44868
2.24986	2.60702
2.15146	2.77036
2.09085	2.9387
2.06765	3.11204
15.5426	0.0084599
15.3089	0.0118006
10.752	0.378549
10.2182	0.441889
9.67757	0.51023
9.13343	0.583571
8.58927	0.661912
8.04853	0.745252
7.51466	0.833593
6.991	0.926934
6.48087	1.02527
5.98743	1.12862
5.51372	1.23696
5.06262	1.3503
4.63681	1.46864
4.23877	1.59198
3.87075	1.72032
3.53474	1.85366
3.23248	1.992
2.96542	2.13534
2.73471	2.28368
2.54125	2.43702
2.38559	2.59536
16.1785	0.00180063
15.9413	0.00514137
16.8515	0.000141367
2.03838	20.9294
1.89515	21.1928
1.96194	21.0494
1.81528	21.3078
1.68802	21.5711
1.89766	21.1794
1.74909	21.4328
1.62008	21.6911
1.50912	21.9544
1.69439	21.5678
1.56508	21.8211
1.45402	22.0794
1.35964	22.3428
1.28044	22.6111
1.41093	22.2144
1.31806	22.4728
1.24051	22.7361
1.17674	23.0045
1.12529	23.2778
1.08482	23.5561
1.0541	23.8395
1.03206	24.1278
1.0178	24.4212
1.21289	22.8711
1.15238	23.1345
1.10425	23.4028
1.06701	23.6761
1.03927	23.9545
1.01979	24.2378
1.00747	24.5262
1.00136	24.8195
1.00071	25.1178
1.13892	23.2745
1.09561	23.5378
1.06329	23.8061
